# Muestra: MFC60035_02
# Modelo: MICROFC-60035-SMT
# Fabricante: onsemi (C-Series)
# Operador: PI_GammaTracker
# Fecha_inicio: 2026-08-10 16:17:12
# Fecha_fin: 2026-08-10 16:23:05
# Duracion_s: 353.1
"# Instrumento: KEITHLEY INSTRUMENTS,MODEL 2450,04302182,1.6.1a"
# Temperatura: 15.0 °C
"# Fase1_fino_directa: -0.3 a -0.3 V, paso 0.01 V"
"# Fase2_grueso: 1.0 a 23.0 V, paso 1.0 V"
"# Fase3_fino_inversa: 23.05 a 30.0 V, paso 0.01 V"
# I_compliance_A: 1.000000e-04
# NPLC: 1.0
# Delay_s: 0.05
# Sensing: 2-wire
# Terminales: frontales (banana)
# Compliance_alcanzado: False
# Compliance_voltage_V: N/A
# Puntos_medidos: 720
# Vbr_V: 24.6058
# Vbr_R2: 0.994201
# Vbr_fit_range_V: 24.79-30.00
# Vbr_fit_npoints: 522
# Notas: none

Voltage_V,Current_A,Current_uA,AbsCurrent_A,SqrtAbsCurrent_sqrtA
-0.300000,-7.698706000000e-08,-0.076987,7.698706000000e-08,2.774654212690e-04
1.000000,-8.771562000000e-10,-0.000877,8.771562000000e-10,2.961682292212e-05
2.000000,2.258337000000e-10,0.000226,2.258337000000e-10,1.502776430478e-05
3.000000,9.684186000000e-10,0.000968,9.684186000000e-10,3.111942480188e-05
4.000000,3.636179000000e-10,0.000364,3.636179000000e-10,1.906876765814e-05
5.000000,2.814418000000e-10,0.000281,2.814418000000e-10,1.677622722784e-05
6.000000,-3.008103000000e-10,-0.000301,3.008103000000e-10,1.734388364813e-05
7.000000,2.947452000000e-10,0.000295,2.947452000000e-10,1.716814492017e-05
8.000000,3.488375000000e-10,0.000349,3.488375000000e-10,1.867719197310e-05
9.000000,-9.352371000000e-10,-0.000935,9.352371000000e-10,3.058164645666e-05
10.000000,4.903565000000e-10,0.000490,4.903565000000e-10,2.214399467124e-05
11.000000,1.404796000000e-09,0.001405,1.404796000000e-09,3.748060831950e-05
12.000000,5.340486000000e-10,0.000534,5.340486000000e-10,2.310949155650e-05
13.000000,-4.860624000000e-10,-0.000486,4.860624000000e-10,2.204682290036e-05
14.000000,7.416817000000e-10,0.000742,7.416817000000e-10,2.723383373673e-05
15.000000,-2.728082000000e-10,-0.000273,2.728082000000e-10,1.651690649002e-05
16.000000,7.306628000000e-10,0.000731,7.306628000000e-10,2.703077505363e-05
17.000000,1.584792000000e-09,0.001585,1.584792000000e-09,3.980944611521e-05
18.000000,8.585997000000e-10,0.000859,8.585997000000e-10,2.930187195385e-05
19.000000,-9.837351000000e-11,-0.000098,9.837351000000e-11,9.918342099363e-06
20.000000,1.008999000000e-09,0.001009,1.008999000000e-09,3.176474460782e-05
21.000000,1.098906000000e-09,0.001099,1.098906000000e-09,3.314975113029e-05
22.000000,1.846445000000e-09,0.001846,1.846445000000e-09,4.297028042729e-05
23.000000,1.198614000000e-09,0.001199,1.198614000000e-09,3.462100518471e-05
23.050000,1.271304000000e-09,0.001271,1.271304000000e-09,3.565535022966e-05
