# Experimento: Drift temporal de corriente oscura
# Dispositivo: MFC60035_01
# Modelo: MICROFC-60035-SMT (onsemi C-Series)
# Batch: 1
# V_br_ref_V: 24.6870
# V_ov_target_V: 2.5
# V_bias_V: 27.1870
# Config: B (HI->catodo, LO->anodo, V positivos)
# I_dark_mean_A: 5.513041720890e-07
# I_dark_std_A: 4.060090268446e-08
# I_dark_mean_nA: 551.3042
# I_dark_std_nA: 40.6009
# Drift_nA_per_min: -2.6459
# Drift_total_nA: -119.07
# Drift_total_pct: -21.5981
# Duration_min: 45.00
# N_samples: 8588
# Sample_interval_s: 2.0
# Stabilize_time_s: 10.0
# NPLC: 1.0
# I_compliance_A: 1.000000e-04
# Compliance_hit: False
# Stopped_by_user: False
# Temperatura_C: 16
# Instrumento: KEITHLEY INSTRUMENTS,MODEL 2450,04302182,1.6.1a
# Operador: PI_GammaTracker
# Fecha: 2026-08-24 13:56:46
# Notas: none

time_s,time_min,current_A,current_nA
662.944,11.0491,6.065176000000e-07,606.5176
663.028,11.0505,6.064291000000e-07,606.4291
663.717,11.0619,6.063128000000e-07,606.3128
664.103,11.0684,6.069930000000e-07,606.9930
664.186,11.0698,6.101082000000e-07,610.1082
664.269,11.0712,6.070517000000e-07,607.0517
664.958,11.0826,6.113590000000e-07,611.3590
665.345,11.0891,6.019883000000e-07,601.9883
665.428,11.0905,6.108018000000e-07,610.8018
666.118,11.1020,6.148635000000e-07,614.8635
666.504,11.1084,6.073179000000e-07,607.3179
666.588,11.1098,6.016488000000e-07,601.6488
666.671,11.1112,6.050714000000e-07,605.0714
667.360,11.1227,6.186316000000e-07,618.6316
667.746,11.1291,5.961997000000e-07,596.1997
667.830,11.1305,6.016804000000e-07,601.6804
668.511,11.1419,6.066435000000e-07,606.6435
668.902,11.1484,6.002124000000e-07,600.2124
668.982,11.1497,6.001919000000e-07,600.1919
669.072,11.1512,5.986839000000e-07,598.6839
669.751,11.1625,6.019364000000e-07,601.9364
670.139,11.1690,5.971517000000e-07,597.1517
670.229,11.1705,6.000711000000e-07,600.0711
670.917,11.1819,6.064898000000e-07,606.4898
671.304,11.1884,5.996312000000e-07,599.6312
671.384,11.1897,6.032432000000e-07,603.2432
671.464,11.1911,6.045684000000e-07,604.5684
672.161,11.2027,6.033384000000e-07,603.3384
672.541,11.2090,6.072218000000e-07,607.2218
672.632,11.2105,5.966079000000e-07,596.6079
672.714,11.2119,5.931043000000e-07,593.1043
673.399,11.2233,6.031034000000e-07,603.1034
673.790,11.2298,6.018524000000e-07,601.8524
673.871,11.2312,6.021925000000e-07,602.1925
674.559,11.2426,6.036398000000e-07,603.6398
674.949,11.2491,5.961280000000e-07,596.1280
675.028,11.2505,5.971699000000e-07,597.1699
675.108,11.2518,6.024500000000e-07,602.4500
675.800,11.2633,6.045132000000e-07,604.5132
676.190,11.2698,6.001249000000e-07,600.1249
676.270,11.2712,6.007737000000e-07,600.7737
676.350,11.2725,5.892222000000e-07,589.2222
677.047,11.2841,6.103174000000e-07,610.3174
677.432,11.2905,5.974176000000e-07,597.4176
677.515,11.2919,5.996879000000e-07,599.6879
678.205,11.3034,6.065187000000e-07,606.5187
678.593,11.3099,5.967447000000e-07,596.7447
678.671,11.3112,6.008186000000e-07,600.8186
678.754,11.3126,6.057292000000e-07,605.7292
679.444,11.3241,6.039560000000e-07,603.9560
679.831,11.3305,6.029804000000e-07,602.9804
679.917,11.3319,6.031324000000e-07,603.1324
680.604,11.3434,6.053351000000e-07,605.3351
680.989,11.3498,5.999520000000e-07,599.9520
681.077,11.3513,5.995950000000e-07,599.5950
681.160,11.3527,5.986265000000e-07,598.6265
681.847,11.3641,6.072728000000e-07,607.2728
682.235,11.3706,6.014233000000e-07,601.4233
682.319,11.3720,5.939734000000e-07,593.9734
683.005,11.3834,6.094115000000e-07,609.4115
683.395,11.3899,5.985139000000e-07,598.5139
683.477,11.3913,6.018849000000e-07,601.8849
683.559,11.3927,6.047673000000e-07,604.7673
684.249,11.4042,6.017503000000e-07,601.7503
684.633,11.4105,6.008244000000e-07,600.8244
684.721,11.4120,6.059515000000e-07,605.9515
685.410,11.4235,6.086846000000e-07,608.6846
685.792,11.4299,6.005915000000e-07,600.5915
685.875,11.4313,5.972984000000e-07,597.2984
685.955,11.4326,6.061306000000e-07,606.1306
686.642,11.4440,6.053759000000e-07,605.3759
687.035,11.4506,5.929229000000e-07,592.9229
687.120,11.4520,5.999294000000e-07,599.9294
687.803,11.4634,6.029525000000e-07,602.9525
688.198,11.4700,5.929933000000e-07,592.9933
688.279,11.4713,5.987254000000e-07,598.7254
688.966,11.4828,6.012035000000e-07,601.2035
689.353,11.4892,5.922589000000e-07,592.2589
689.433,11.4906,5.980779000000e-07,598.0779
689.520,11.4920,6.006041000000e-07,600.6041
690.210,11.5035,5.963029000000e-07,596.3029
690.592,11.5099,5.923718000000e-07,592.3718
690.673,11.5112,5.946731000000e-07,594.6731
691.370,11.5228,6.016053000000e-07,601.6053
691.758,11.5293,5.976652000000e-07,597.6652
691.838,11.5306,5.948203000000e-07,594.8203
691.918,11.5320,5.970460000000e-07,597.0460
692.608,11.5435,6.008170000000e-07,600.8170
692.999,11.5500,5.926121000000e-07,592.6121
693.079,11.5513,5.947600000000e-07,594.7600
693.767,11.5628,5.993855000000e-07,599.3855
694.157,11.5693,5.965557000000e-07,596.5557
694.234,11.5706,5.918027000000e-07,591.8027
694.324,11.5721,5.908232000000e-07,590.8232
695.012,11.5835,6.011732000000e-07,601.1732
695.400,11.5900,5.972616000000e-07,597.2616
695.480,11.5913,5.945890000000e-07,594.5890
696.166,11.6028,5.971575000000e-07,597.1575
696.557,11.6093,5.962874000000e-07,596.2874
696.637,11.6106,5.934521000000e-07,593.4521
696.717,11.6120,5.914301000000e-07,591.4301
697.409,11.6235,5.993575000000e-07,599.3575
697.801,11.6300,5.917672000000e-07,591.7672
697.882,11.6314,5.923325000000e-07,592.3325
698.569,11.6428,5.993696000000e-07,599.3696
698.960,11.6493,5.945257000000e-07,594.5257
699.040,11.6507,5.990424000000e-07,599.0424
699.729,11.6622,6.137109000000e-07,613.7109
700.113,11.6685,6.008989000000e-07,600.8989
700.203,11.6700,5.946398000000e-07,594.6398
700.283,11.6714,5.942216000000e-07,594.2216
700.968,11.6828,5.959710000000e-07,595.9710
701.354,11.6892,5.941192000000e-07,594.1192
701.444,11.6907,5.942328000000e-07,594.2328
702.126,11.7021,5.982566000000e-07,598.2566
702.517,11.7086,6.063252000000e-07,606.3252
702.598,11.7100,5.943855000000e-07,594.3855
702.678,11.7113,5.903884000000e-07,590.3884
703.377,11.7229,6.040205000000e-07,604.0205
703.760,11.7293,5.874149000000e-07,587.4149
703.844,11.7307,6.014909000000e-07,601.4909
704.527,11.7421,6.038684000000e-07,603.8684
704.914,11.7486,6.017349000000e-07,601.7349
705.004,11.7501,5.938541000000e-07,593.8541
705.084,11.7514,5.913878000000e-07,591.3878
705.769,11.7628,5.979076000000e-07,597.9076
706.159,11.7693,5.983008000000e-07,598.3008
706.246,11.7708,5.939621000000e-07,593.9621
706.935,11.7823,6.045980000000e-07,604.5980
707.316,11.7886,6.005515000000e-07,600.5515
707.397,11.7899,5.946528000000e-07,594.6528
708.095,11.8016,6.029281000000e-07,602.9281
708.479,11.8080,5.926158000000e-07,592.6158
708.560,11.8093,5.885370000000e-07,588.5370
709.251,11.8209,6.074786000000e-07,607.4786
709.639,11.8273,5.976307000000e-07,597.6307
709.719,11.8287,5.977555000000e-07,597.7555
709.800,11.8300,5.951329000000e-07,595.1329
710.494,11.8416,5.975280000000e-07,597.5280
710.882,11.8480,5.951857000000e-07,595.1857
710.962,11.8494,5.986476000000e-07,598.6476
711.650,11.8608,6.036104000000e-07,603.6104
712.039,11.8673,5.999012000000e-07,599.9012
712.125,11.8688,5.934733000000e-07,593.4733
712.808,11.8801,6.047367000000e-07,604.7367
713.192,11.8865,5.979821000000e-07,597.9821
713.282,11.8880,6.025496000000e-07,602.5496
713.363,11.8894,6.060926000000e-07,606.0926
714.054,11.9009,6.015687000000e-07,601.5687
714.435,11.9072,5.915582000000e-07,591.5582
714.525,11.9088,5.988123000000e-07,598.8123
715.208,11.9201,6.039795000000e-07,603.9795
715.599,11.9267,5.973942000000e-07,597.3942
715.680,11.9280,5.980581000000e-07,598.0581
716.372,11.9395,6.093675000000e-07,609.3675
716.754,11.9459,6.042880000000e-07,604.2880
716.842,11.9474,6.012039000000e-07,601.2039
717.529,11.9588,6.043807000000e-07,604.3807
717.920,11.9653,5.979530000000e-07,597.9530
718.000,11.9667,5.981146000000e-07,598.1146
718.692,11.9782,6.064254000000e-07,606.4254
719.072,11.9845,6.036925000000e-07,603.6925
719.159,11.9860,5.979036000000e-07,597.9036
719.850,11.9975,6.085718000000e-07,608.5718
720.239,12.0040,6.030746000000e-07,603.0746
720.320,12.0053,5.977251000000e-07,597.7251
721.003,12.0167,6.052560000000e-07,605.2560
721.391,12.0232,5.927546000000e-07,592.7546
721.480,12.0247,6.021290000000e-07,602.1290
721.562,12.0260,6.013738000000e-07,601.3738
722.245,12.0374,5.982138000000e-07,598.2138
722.636,12.0439,5.997236000000e-07,599.7236
722.716,12.0453,5.997053000000e-07,599.7053
723.404,12.0567,5.964718000000e-07,596.4718
723.795,12.0632,5.954372000000e-07,595.4372
723.875,12.0646,6.069953000000e-07,606.9953
724.569,12.0762,6.003639000000e-07,600.3639
724.950,12.0825,6.029398000000e-07,602.9398
725.040,12.0840,6.042592000000e-07,604.2592
725.731,12.0955,6.054591000000e-07,605.4591
726.111,12.1019,5.950003000000e-07,595.0003
726.191,12.1032,6.031116000000e-07,603.1116
726.880,12.1147,6.027549000000e-07,602.7549
727.267,12.1211,5.936275000000e-07,593.6275
727.357,12.1226,6.005300000000e-07,600.5300
727.438,12.1240,5.956363000000e-07,595.6363
728.127,12.1354,6.061275000000e-07,606.1275
728.511,12.1419,5.958370000000e-07,595.8370
728.601,12.1434,5.928197000000e-07,592.8197
729.282,12.1547,5.971424000000e-07,597.1424
729.669,12.1612,5.983166000000e-07,598.3166
729.759,12.1627,6.003399000000e-07,600.3399
730.444,12.1741,6.014565000000e-07,601.4565
730.837,12.1806,5.924529000000e-07,592.4529
730.917,12.1819,5.981478000000e-07,598.1478
731.605,12.1934,5.996467000000e-07,599.6467
731.995,12.1999,5.947833000000e-07,594.7833
732.075,12.2012,6.034253000000e-07,603.4253
732.765,12.2127,6.059523000000e-07,605.9523
733.151,12.2192,5.984630000000e-07,598.4630
733.231,12.2205,5.976656000000e-07,597.6656
733.318,12.2220,5.994062000000e-07,599.4062
734.004,12.2334,6.047995000000e-07,604.7995
734.396,12.2399,5.903530000000e-07,590.3530
734.476,12.2413,5.936940000000e-07,593.6940
735.167,12.2528,6.044922000000e-07,604.4922
735.555,12.2592,5.894505000000e-07,589.4505
735.635,12.2606,5.961940000000e-07,596.1940
736.325,12.2721,6.036051000000e-07,603.6051
736.710,12.2785,5.944063000000e-07,594.4063
736.789,12.2798,5.970810000000e-07,597.0810
736.879,12.2813,5.915576000000e-07,591.5576
737.564,12.2927,6.024547000000e-07,602.4547
737.951,12.2992,5.977458000000e-07,597.7458
738.032,12.3005,5.999819000000e-07,599.9819
738.724,12.3121,6.069115000000e-07,606.9115
739.110,12.3185,6.021316000000e-07,602.1316
739.191,12.3198,5.943297000000e-07,594.3297
739.281,12.3213,6.027066000000e-07,602.7066
739.963,12.3327,6.039418000000e-07,603.9418
740.350,12.3392,5.920144000000e-07,592.0144
740.440,12.3407,5.937430000000e-07,593.7430
741.121,12.3520,6.041554000000e-07,604.1554
741.509,12.3585,6.000734000000e-07,600.0734
741.599,12.3600,5.961848000000e-07,596.1848
742.286,12.3714,5.992911000000e-07,599.2911
742.673,12.3779,6.005928000000e-07,600.5928
742.754,12.3792,5.896905000000e-07,589.6905
742.834,12.3806,6.009201000000e-07,600.9201
743.528,12.3921,5.989800000000e-07,598.9800
743.916,12.3986,5.941218000000e-07,594.1218
743.996,12.3999,5.997441000000e-07,599.7441
744.076,12.4013,5.952767000000e-07,595.2767
744.769,12.4128,6.032816000000e-07,603.2816
745.151,12.4192,5.950555000000e-07,595.0555
745.241,12.4207,5.987224000000e-07,598.7224
745.929,12.4322,6.042269000000e-07,604.2269
746.310,12.4385,5.958327000000e-07,595.8327
746.401,12.4400,6.018030000000e-07,601.8030
746.477,12.4413,5.944907000000e-07,594.4907
747.173,12.4529,6.060712000000e-07,606.0712
747.560,12.4593,5.998405000000e-07,599.8405
747.640,12.4607,5.958235000000e-07,595.8235
747.720,12.4620,5.977989000000e-07,597.7989
748.409,12.4735,5.981451000000e-07,598.1451
748.799,12.4800,6.030165000000e-07,603.0165
748.885,12.4814,5.912456000000e-07,591.2456
749.568,12.4928,6.076835000000e-07,607.6835
749.960,12.4993,5.979134000000e-07,597.9134
750.037,12.5006,6.000037000000e-07,600.0037
750.127,12.5021,5.944160000000e-07,594.4160
750.809,12.5135,6.033746000000e-07,603.3746
751.194,12.5199,5.974296000000e-07,597.4296
751.284,12.5214,6.042013000000e-07,604.2013
751.967,12.5328,6.077238000000e-07,607.7238
752.359,12.5393,5.974691000000e-07,597.4691
752.439,12.5407,5.967382000000e-07,596.7382
752.525,12.5421,5.869043000000e-07,586.9043
753.214,12.5536,6.015536000000e-07,601.5536
753.600,12.5600,5.995450000000e-07,599.5450
753.681,12.5613,5.934903000000e-07,593.4903
753.772,12.5629,5.968607000000e-07,596.8607
754.452,12.5742,6.063852000000e-07,606.3852
754.842,12.5807,5.993919000000e-07,599.3919
754.922,12.5820,5.936058000000e-07,593.6058
755.619,12.5936,6.044556000000e-07,604.4556
756.006,12.6001,5.945746000000e-07,594.5746
756.086,12.6014,5.953955000000e-07,595.3955
756.172,12.6029,5.922903000000e-07,592.2903
756.860,12.6143,5.970467000000e-07,597.0467
757.243,12.6207,5.976686000000e-07,597.6686
757.323,12.6221,5.998128000000e-07,599.8128
757.413,12.6236,5.938787000000e-07,593.8787
758.104,12.6351,6.000370000000e-07,600.0370
758.484,12.6414,5.981520000000e-07,598.1520
758.564,12.6427,5.901416000000e-07,590.1416
759.256,12.6543,6.013768000000e-07,601.3768
759.648,12.6608,5.926712000000e-07,592.6712
759.728,12.6621,5.931092000000e-07,593.1092
759.808,12.6635,5.875385000000e-07,587.5385
760.503,12.6751,5.970230000000e-07,597.0230
760.890,12.6815,6.012928000000e-07,601.2928
760.970,12.6828,6.023375000000e-07,602.3375
761.655,12.6942,6.021770000000e-07,602.1770
762.045,12.7008,5.954478000000e-07,595.4478
762.126,12.7021,5.909066000000e-07,590.9066
762.212,12.7035,5.967648000000e-07,596.7648
762.904,12.7151,5.970282000000e-07,597.0282
763.292,12.7215,6.040259000000e-07,604.0259
763.372,12.7229,6.009928000000e-07,600.9928
764.056,12.7343,6.053878000000e-07,605.3878
764.448,12.7408,5.947048000000e-07,594.7048
764.535,12.7422,5.986182000000e-07,598.6182
764.615,12.7436,5.887884000000e-07,588.7884
765.298,12.7550,6.078320000000e-07,607.8320
765.686,12.7614,6.030142000000e-07,603.0142
765.776,12.7629,5.995475000000e-07,599.5475
765.853,12.7642,5.983744000000e-07,598.3744
766.547,12.7758,6.043583000000e-07,604.3583
766.934,12.7822,6.056798000000e-07,605.6798
767.015,12.7836,5.983758000000e-07,598.3758
767.699,12.7950,6.048060000000e-07,604.8060
768.090,12.8015,5.941743000000e-07,594.1743
768.170,12.8028,5.971514000000e-07,597.1514
768.260,12.8043,6.051212000000e-07,605.1212
768.947,12.8158,6.080614000000e-07,608.0614
769.329,12.8221,5.993154000000e-07,599.3154
769.415,12.8236,6.052335000000e-07,605.2335
769.498,12.8250,6.044654000000e-07,604.4654
770.192,12.8365,5.999105000000e-07,599.9105
770.576,12.8429,6.034352000000e-07,603.4352
770.656,12.8443,6.040822000000e-07,604.0822
771.344,12.8557,6.044417000000e-07,604.4417
771.738,12.8623,6.051148000000e-07,605.1148
771.818,12.8636,5.980540000000e-07,598.0540
771.898,12.8650,6.071760000000e-07,607.1760
772.589,12.8765,6.114818000000e-07,611.4818
772.976,12.8829,5.993923000000e-07,599.3923
773.056,12.8843,6.031970000000e-07,603.1970
773.746,12.8958,6.067248000000e-07,606.7248
774.131,12.9022,6.051824000000e-07,605.1824
774.221,12.9037,6.016031000000e-07,601.6031
774.301,12.9050,5.964362000000e-07,596.4362
774.986,12.9164,6.038174000000e-07,603.8174
775.378,12.9230,6.067384000000e-07,606.7384
775.458,12.9243,6.012158000000e-07,601.2158
775.547,12.9258,5.980338000000e-07,598.0338
776.234,12.9372,6.066764000000e-07,606.6764
776.623,12.9437,5.943268000000e-07,594.3268
776.703,12.9451,5.956334000000e-07,595.6334
777.392,12.9565,6.037842000000e-07,603.7842
777.782,12.9630,5.948201000000e-07,594.8201
777.864,12.9644,6.003090000000e-07,600.3090
777.940,12.9657,5.949111000000e-07,594.9111
778.634,12.9772,6.001862000000e-07,600.1862
779.015,12.9836,6.065345000000e-07,606.5345
779.105,12.9851,5.972917000000e-07,597.2917
779.796,12.9966,6.042505000000e-07,604.2505
780.179,13.0030,5.946133000000e-07,594.6133
780.260,13.0043,6.023433000000e-07,602.3433
780.347,13.0058,5.961758000000e-07,596.1758
781.038,13.0173,6.033121000000e-07,603.3121
781.424,13.0237,6.037957000000e-07,603.7957
781.504,13.0251,6.040434000000e-07,604.0434
782.188,13.0365,6.138666000000e-07,613.8666
782.580,13.0430,5.993100000000e-07,599.3100
782.661,13.0444,6.010181000000e-07,601.0181
782.750,13.0458,6.003671000000e-07,600.3671
783.432,13.0572,6.065049000000e-07,606.5049
783.818,13.0636,5.953744000000e-07,595.3744
783.908,13.0651,5.971027000000e-07,597.1027
783.988,13.0665,6.012223000000e-07,601.2223
784.680,13.0780,6.144548000000e-07,614.4548
785.066,13.0844,6.049013000000e-07,604.9013
785.146,13.0858,5.956623000000e-07,595.6623
785.831,13.0972,6.031377000000e-07,603.1377
786.220,13.1037,5.954314000000e-07,595.4314
786.306,13.1051,5.949226000000e-07,594.9226
786.387,13.1064,6.022115000000e-07,602.2115
787.076,13.1179,6.052175000000e-07,605.2175
787.464,13.1244,5.987757000000e-07,598.7757
787.550,13.1258,5.933942000000e-07,593.3942
788.235,13.1372,5.929547000000e-07,592.9547
788.618,13.1436,6.026325000000e-07,602.6325
788.708,13.1451,5.990046000000e-07,599.0046
788.789,13.1465,5.995061000000e-07,599.5061
789.483,13.1580,6.041302000000e-07,604.1302
789.863,13.1644,6.013395000000e-07,601.3395
789.953,13.1659,5.988225000000e-07,598.8225
790.635,13.1772,6.135020000000e-07,613.5020
791.022,13.1837,6.053808000000e-07,605.3808
791.103,13.1851,6.004540000000e-07,600.4540
791.190,13.1865,6.012034000000e-07,601.2034
791.875,13.1979,6.008619000000e-07,600.8619
792.270,13.2045,5.938322000000e-07,593.8322
792.351,13.2059,5.976849000000e-07,597.6849
793.039,13.2173,6.126438000000e-07,612.6438
793.427,13.2238,5.948404000000e-07,594.8404
793.508,13.2251,6.009946000000e-07,600.9946
793.588,13.2265,6.001306000000e-07,600.1306
794.283,13.2381,5.990653000000e-07,599.0653
794.665,13.2444,6.046255000000e-07,604.6255
794.752,13.2459,6.061596000000e-07,606.1596
795.441,13.2573,6.045606000000e-07,604.5606
795.828,13.2638,6.080357000000e-07,608.0357
795.908,13.2651,6.073214000000e-07,607.3214
795.988,13.2665,6.017513000000e-07,601.7513
796.683,13.2780,6.104305000000e-07,610.4305
797.070,13.2845,5.996966000000e-07,599.6966
797.151,13.2858,5.974839000000e-07,597.4839
797.231,13.2872,5.984292000000e-07,598.4292
797.929,13.2988,6.001707000000e-07,600.1707
798.309,13.3052,5.889951000000e-07,588.9951
798.390,13.3065,5.977449000000e-07,597.7449
799.085,13.3181,6.024482000000e-07,602.4482
799.473,13.3246,5.982715000000e-07,598.2715
799.554,13.3259,5.924718000000e-07,592.4718
799.633,13.3272,5.966019000000e-07,596.6019
800.322,13.3387,5.977975000000e-07,597.7975
800.709,13.3451,6.000989000000e-07,600.0989
800.799,13.3466,6.014915000000e-07,601.4915
801.484,13.3581,6.062867000000e-07,606.2867
801.867,13.3644,5.970048000000e-07,597.0048
801.954,13.3659,5.957116000000e-07,595.7116
802.034,13.3672,5.972100000000e-07,597.2100
802.727,13.3788,6.058836000000e-07,605.8836
803.111,13.3852,6.033667000000e-07,603.3667
803.191,13.3865,5.922325000000e-07,592.2325
803.884,13.3981,6.030010000000e-07,603.0010
804.273,13.4045,5.959974000000e-07,595.9974
804.353,13.4059,5.953598000000e-07,595.3598
804.433,13.4072,6.074939000000e-07,607.4939
805.125,13.4187,6.022951000000e-07,602.2951
805.512,13.4252,6.015225000000e-07,601.5225
805.592,13.4265,6.004213000000e-07,600.4213
806.281,13.4380,6.028438000000e-07,602.8438
806.676,13.4446,5.980825000000e-07,598.0825
806.756,13.4459,5.975443000000e-07,597.5443
806.836,13.4473,5.983900000000e-07,598.3900
807.529,13.4588,6.003390000000e-07,600.3390
807.913,13.4652,5.980938000000e-07,598.0938
807.993,13.4665,5.972384000000e-07,597.2384
808.684,13.4781,5.984505000000e-07,598.4505
809.071,13.4845,5.980565000000e-07,598.0565
809.152,13.4859,5.970359000000e-07,597.0359
809.849,13.4975,6.048542000000e-07,604.8542
810.232,13.5039,6.003706000000e-07,600.3706
810.313,13.5052,5.980226000000e-07,598.0226
810.393,13.5065,5.926918000000e-07,592.6918
811.091,13.5182,6.014984000000e-07,601.4984
811.471,13.5245,5.965235000000e-07,596.5235
811.561,13.5260,5.970741000000e-07,597.0741
812.242,13.5374,6.036465000000e-07,603.6465
812.629,13.5438,5.975617000000e-07,597.5617
812.713,13.5452,5.947676000000e-07,594.7676
813.407,13.5568,6.100533000000e-07,610.0533
813.790,13.5632,5.987786000000e-07,598.7786
813.870,13.5645,5.917063000000e-07,591.7063
813.961,13.5660,5.941123000000e-07,594.1123
814.651,13.5775,6.039493000000e-07,603.9493
815.033,13.5839,5.936578000000e-07,593.6578
815.113,13.5852,6.014942000000e-07,601.4942
815.808,13.5968,5.997426000000e-07,599.7426
816.196,13.6033,5.922886000000e-07,592.2886
816.272,13.6045,6.042268000000e-07,604.2268
816.362,13.6060,5.947215000000e-07,594.7215
817.050,13.6175,5.910327000000e-07,591.0327
817.434,13.6239,5.888477000000e-07,588.8477
817.515,13.6252,5.925294000000e-07,592.5294
817.601,13.6267,5.950723000000e-07,595.0723
818.286,13.6381,6.033446000000e-07,603.3446
818.677,13.6446,5.882888000000e-07,588.2888
818.758,13.6460,5.924391000000e-07,592.4391
819.453,13.6575,5.938535000000e-07,593.8535
819.839,13.6640,5.837829000000e-07,583.7829
819.920,13.6653,5.940399000000e-07,594.0399
820.000,13.6667,5.915951000000e-07,591.5951
820.687,13.6781,5.975952000000e-07,597.5952
821.079,13.6846,5.909851000000e-07,590.9851
821.159,13.6860,5.900345000000e-07,590.0345
821.246,13.6874,5.889984000000e-07,588.9984
821.930,13.6988,5.944232000000e-07,594.4232
822.318,13.7053,5.857516000000e-07,585.7516
822.405,13.7067,5.872329000000e-07,587.2329
822.485,13.7081,5.884859000000e-07,588.4859
823.179,13.7197,6.042301000000e-07,604.2301
823.565,13.7261,5.949896000000e-07,594.9896
823.642,13.7274,5.859553000000e-07,585.9553
824.329,13.7388,6.045236000000e-07,604.5236
824.720,13.7453,5.914175000000e-07,591.4175
824.800,13.7467,5.959158000000e-07,595.9158
824.890,13.7482,5.916674000000e-07,591.6674
825.574,13.7596,5.909984000000e-07,590.9984
825.962,13.7660,5.875873000000e-07,587.5873
826.042,13.7674,5.891379000000e-07,589.1379
826.132,13.7689,5.947442000000e-07,594.7442
826.820,13.7803,5.916598000000e-07,591.6598
827.207,13.7868,5.910945000000e-07,591.0945
827.287,13.7881,5.963912000000e-07,596.3912
827.979,13.7996,5.955496000000e-07,595.5496
828.361,13.8060,5.945839000000e-07,594.5839
828.447,13.8075,5.911630000000e-07,591.1630
828.528,13.8088,5.878819000000e-07,587.8819
829.223,13.8204,5.965574000000e-07,596.5574
829.608,13.8268,5.872915000000e-07,587.2915
829.685,13.8281,5.814285000000e-07,581.4285
830.376,13.8396,6.065291000000e-07,606.5291
830.767,13.8461,5.910112000000e-07,591.0112
830.847,13.8475,5.883130000000e-07,588.3130
830.928,13.8488,5.884183000000e-07,588.4183
831.619,13.8603,5.976411000000e-07,597.6411
832.009,13.8668,5.843661000000e-07,584.3661
832.089,13.8682,5.921131000000e-07,592.1131
832.781,13.8797,5.952603000000e-07,595.2603
833.169,13.8861,5.902288000000e-07,590.2288
833.245,13.8874,5.850279000000e-07,585.0279
833.335,13.8889,5.884766000000e-07,588.4766
834.021,13.9003,5.988889000000e-07,598.8889
834.408,13.9068,5.870507000000e-07,587.0507
834.488,13.9081,5.897311000000e-07,589.7311
835.183,13.9197,5.949640000000e-07,594.9640
835.564,13.9261,5.837350000000e-07,583.7350
835.655,13.9276,5.897452000000e-07,589.7452
835.732,13.9289,5.847129000000e-07,584.7129
836.422,13.9404,5.957688000000e-07,595.7688
836.813,13.9469,5.850651000000e-07,585.0651
836.893,13.9482,5.879970000000e-07,587.9970
837.585,13.9598,5.913815000000e-07,591.3815
837.972,13.9662,5.941114000000e-07,594.1114
838.054,13.9676,5.882887000000e-07,588.2887
838.131,13.9688,5.855710000000e-07,585.5710
838.819,13.9803,5.990451000000e-07,599.0451
839.206,13.9868,5.909208000000e-07,590.9208
839.297,13.9883,5.855669000000e-07,585.5669
839.978,13.9996,5.851088000000e-07,585.1088
840.366,14.0061,5.889382000000e-07,588.9382
840.457,14.0076,5.892913000000e-07,589.2913
840.537,14.0090,5.859594000000e-07,585.9594
841.223,14.0204,5.928643000000e-07,592.8643
841.614,14.0269,5.865911000000e-07,586.5911
841.689,14.0282,5.850885000000e-07,585.0885
842.384,14.0397,5.902714000000e-07,590.2714
842.771,14.0462,5.904787000000e-07,590.4787
842.852,14.0475,5.892432000000e-07,589.2432
842.941,14.0490,5.827162000000e-07,582.7162
843.626,14.0604,5.956388000000e-07,595.6388
844.013,14.0669,5.941646000000e-07,594.1646
844.099,14.0683,5.865338000000e-07,586.5338
844.788,14.0798,5.970531000000e-07,597.0531
845.173,14.0862,5.859550000000e-07,585.9550
845.253,14.0875,5.919884000000e-07,591.9884
845.333,14.0889,5.913207000000e-07,591.3207
846.026,14.1004,5.933267000000e-07,593.3267
846.414,14.1069,5.841840000000e-07,584.1840
846.494,14.1082,5.883511000000e-07,588.3511
846.575,14.1096,5.881052000000e-07,588.1052
847.265,14.1211,5.894651000000e-07,589.4651
847.656,14.1276,5.843046000000e-07,584.3046
847.736,14.1289,5.906785000000e-07,590.6785
848.428,14.1405,5.845532000000e-07,584.5532
848.810,14.1468,5.861285000000e-07,586.1285
848.900,14.1483,5.868763000000e-07,586.8763
848.980,14.1497,5.817791000000e-07,581.7791
849.672,14.1612,5.885145000000e-07,588.5145
850.060,14.1677,5.939556000000e-07,593.9556
850.140,14.1690,5.803751000000e-07,580.3751
850.832,14.1805,5.869040000000e-07,586.9040
851.214,14.1869,5.868324000000e-07,586.8324
851.294,14.1882,5.877176000000e-07,587.7176
851.384,14.1897,5.903581000000e-07,590.3581
852.072,14.2012,5.933780000000e-07,593.3780
852.456,14.2076,5.840914000000e-07,584.0914
852.537,14.2090,5.895496000000e-07,589.5496
853.231,14.2205,5.934576000000e-07,593.4576
853.619,14.2270,5.910980000000e-07,591.0980
853.699,14.2283,5.892238000000e-07,589.2238
853.786,14.2298,5.882638000000e-07,588.2638
854.469,14.2411,5.963007000000e-07,596.3007
854.861,14.2477,5.823765000000e-07,582.3765
854.941,14.2490,5.842784000000e-07,584.2784
855.022,14.2504,5.903364000000e-07,590.3364
855.708,14.2618,5.947928000000e-07,594.7928
