# Experimento: Drift temporal de corriente oscura
# Dispositivo: MFC60035_01
# Modelo: MICROFC-60035-SMT (onsemi C-Series)
# Batch: 1
# V_br_ref_V: 24.6870
# V_ov_target_V: 2.5
# V_bias_V: 27.1870
# Config: B (HI->catodo, LO->anodo, V positivos)
# I_dark_mean_A: 5.513041720890e-07
# I_dark_std_A: 4.060090268446e-08
# I_dark_mean_nA: 551.3042
# I_dark_std_nA: 40.6009
# Drift_nA_per_min: -2.6459
# Drift_total_nA: -119.07
# Drift_total_pct: -21.5981
# Duration_min: 45.00
# N_samples: 8588
# Sample_interval_s: 2.0
# Stabilize_time_s: 10.0
# NPLC: 1.0
# I_compliance_A: 1.000000e-04
# Compliance_hit: False
# Stopped_by_user: False
# Temperatura_C: 16
# Instrumento: KEITHLEY INSTRUMENTS,MODEL 2450,04302182,1.6.1a
# Operador: PI_GammaTracker
# Fecha: 2026-08-24 13:56:46
# Notas: none

time_s,time_min,current_A,current_nA
1537.152,25.6192,5.382252000000e-07,538.2252
1537.235,25.6206,5.352042000000e-07,535.2042
1537.322,25.6220,5.402349000000e-07,540.2349
1537.404,25.6234,5.411919000000e-07,541.1919
1537.485,25.6247,5.394162000000e-07,539.4162
1537.565,25.6261,5.375654000000e-07,537.5654
1537.655,25.6276,5.385972000000e-07,538.5972
1537.736,25.6289,5.412629000000e-07,541.2629
1537.817,25.6303,5.392084000000e-07,539.2084
1537.907,25.6318,5.480704000000e-07,548.0704
1537.987,25.6331,5.421284000000e-07,542.1284
1538.067,25.6345,5.348563000000e-07,534.8563
1538.157,25.6360,5.366028000000e-07,536.6028
1538.839,25.6473,5.448749000000e-07,544.8749
1539.231,25.6539,5.419508000000e-07,541.9508
1539.312,25.6552,5.394589000000e-07,539.4589
1540.006,25.6668,5.425317000000e-07,542.5317
1540.385,25.6731,5.493624000000e-07,549.3624
1540.476,25.6746,5.327531000000e-07,532.7531
1540.558,25.6760,5.298617000000e-07,529.8617
1541.241,25.6873,5.480782000000e-07,548.0782
1541.632,25.6939,5.428275000000e-07,542.8275
1541.712,25.6952,5.387668000000e-07,538.7668
1542.405,25.7068,5.434123000000e-07,543.4123
1542.788,25.7131,5.379912000000e-07,537.9912
1542.875,25.7146,5.375887000000e-07,537.5887
1543.568,25.7261,5.418858000000e-07,541.8858
1543.952,25.7325,5.451185000000e-07,545.1185
1544.032,25.7339,5.397320000000e-07,539.7320
1544.725,25.7454,5.433084000000e-07,543.3084
1545.107,25.7518,5.371194000000e-07,537.1194
1545.188,25.7531,5.445065000000e-07,544.5065
1545.274,25.7546,5.308722000000e-07,530.8722
1545.966,25.7661,5.487903000000e-07,548.7903
1546.353,25.7726,5.348396000000e-07,534.8396
1546.433,25.7739,5.369050000000e-07,536.9050
1547.126,25.7854,5.449687000000e-07,544.9687
1547.512,25.7919,5.321040000000e-07,532.1040
1547.592,25.7932,5.371410000000e-07,537.1410
1548.282,25.8047,5.399722000000e-07,539.9722
1548.672,25.8112,5.376399000000e-07,537.6399
1548.753,25.8125,5.350831000000e-07,535.0831
1549.447,25.8241,5.446548000000e-07,544.6548
1549.826,25.8304,5.394953000000e-07,539.4953
1549.917,25.8320,5.392048000000e-07,539.2048
1549.998,25.8333,5.345602000000e-07,534.5602
1550.685,25.8447,5.352248000000e-07,535.2248
1551.075,25.8513,5.409729000000e-07,540.9729
1551.156,25.8526,5.370970000000e-07,537.0970
1551.849,25.8642,5.403054000000e-07,540.3054
1552.236,25.8706,5.388724000000e-07,538.8724
1552.316,25.8719,5.403873000000e-07,540.3873
1553.002,25.8834,5.424559000000e-07,542.4559
1553.389,25.8898,5.382865000000e-07,538.2865
1553.476,25.8913,5.372316000000e-07,537.2316
1553.557,25.8926,5.383670000000e-07,538.3670
1553.643,25.8941,5.376825000000e-07,537.6825
1553.723,25.8954,5.386131000000e-07,538.6131
1553.814,25.8969,5.374716000000e-07,537.4716
1553.894,25.8982,5.410225000000e-07,541.0225
1553.981,25.8997,5.362510000000e-07,536.2510
1554.670,25.9112,5.372495000000e-07,537.2495
1555.050,25.9175,5.354551000000e-07,535.4551
1555.140,25.9190,5.363203000000e-07,536.3203
1555.220,25.9203,5.359305000000e-07,535.9305
1555.909,25.9318,5.477638000000e-07,547.7638
1556.296,25.9383,5.340302000000e-07,534.0302
1556.376,25.9396,5.318374000000e-07,531.8374
1557.073,25.9512,5.360703000000e-07,536.0703
1557.453,25.9575,5.343291000000e-07,534.3291
1557.543,25.9591,5.369743000000e-07,536.9743
1557.623,25.9604,5.359036000000e-07,535.9036
1557.710,25.9618,5.299346000000e-07,529.9346
1557.787,25.9631,5.344959000000e-07,534.4959
1557.877,25.9646,5.338755000000e-07,533.8755
1557.959,25.9660,5.329381000000e-07,532.9381
1558.040,25.9673,5.402856000000e-07,540.2856
1558.725,25.9788,5.389506000000e-07,538.9506
1559.117,25.9853,5.442547000000e-07,544.2547
1559.196,25.9866,5.308154000000e-07,530.8154
1559.284,25.9881,5.413427000000e-07,541.3427
1559.975,25.9996,5.316523000000e-07,531.6523
1560.354,26.0059,5.387008000000e-07,538.7008
1560.444,26.0074,5.385175000000e-07,538.5175
1561.129,26.0188,5.378972000000e-07,537.8972
1561.520,26.0253,5.374716000000e-07,537.4716
1561.600,26.0267,5.328451000000e-07,532.8451
1561.680,26.0280,5.362355000000e-07,536.2355
1562.378,26.0396,5.310367000000e-07,531.0367
1562.758,26.0460,5.400213000000e-07,540.0213
1562.848,26.0475,5.358488000000e-07,535.8488
1563.532,26.0589,5.434827000000e-07,543.4827
1563.916,26.0653,5.367946000000e-07,536.7946
1564.003,26.0667,5.377206000000e-07,537.7206
1564.083,26.0680,5.324558000000e-07,532.4558
1564.173,26.0696,5.388489000000e-07,538.8489
1564.258,26.0710,5.422235000000e-07,542.2235
1564.338,26.0723,5.310253000000e-07,531.0253
1564.418,26.0736,5.428904000000e-07,542.8904
1564.509,26.0752,5.424937000000e-07,542.4937
1565.197,26.0866,5.360440000000e-07,536.0440
1565.585,26.0931,5.326409000000e-07,532.6409
1565.665,26.0944,5.328109000000e-07,532.8109
1565.745,26.0957,5.307289000000e-07,530.7289
1566.436,26.1073,5.429480000000e-07,542.9480
1566.826,26.1138,5.314021000000e-07,531.4021
1566.907,26.1151,5.418877000000e-07,541.8877
1567.597,26.1266,5.373705000000e-07,537.3705
1567.980,26.1330,5.329201000000e-07,532.9201
1568.070,26.1345,5.409159000000e-07,540.9159
1568.150,26.1358,5.307124000000e-07,530.7124
1568.834,26.1472,5.358518000000e-07,535.8518
1569.226,26.1538,5.282276000000e-07,528.2276
1569.313,26.1552,5.310353000000e-07,531.0353
1569.997,26.1666,5.477239000000e-07,547.7239
1570.387,26.1731,5.388558000000e-07,538.8558
1570.467,26.1744,5.388032000000e-07,538.8032
1571.159,26.1860,5.398643000000e-07,539.8643
1571.547,26.1924,5.361380000000e-07,536.1380
1571.627,26.1938,5.428051000000e-07,542.8051
1572.320,26.2053,5.372130000000e-07,537.2130
1572.707,26.2118,5.317408000000e-07,531.7408
1572.790,26.2132,5.360768000000e-07,536.0768
1572.867,26.2145,5.364066000000e-07,536.4066
1573.554,26.2259,5.367204000000e-07,536.7204
1573.940,26.2323,5.405932000000e-07,540.5932
1574.030,26.2338,5.343973000000e-07,534.3973
1574.720,26.2453,5.344704000000e-07,534.4704
1575.107,26.2518,5.341072000000e-07,534.1072
1575.186,26.2531,5.378364000000e-07,537.8364
1575.882,26.2647,5.395149000000e-07,539.5149
1576.264,26.2711,5.325803000000e-07,532.5803
1576.348,26.2725,5.295308000000e-07,529.5308
1577.042,26.2840,5.375792000000e-07,537.5792
1577.428,26.2905,5.339214000000e-07,533.9214
1577.512,26.2919,5.379828000000e-07,537.9828
1578.200,26.3033,5.406453000000e-07,540.6453
1578.587,26.3098,5.309216000000e-07,530.9216
1578.669,26.3112,5.267221000000e-07,526.7221
1579.358,26.3226,5.376386000000e-07,537.6386
1579.746,26.3291,5.306687000000e-07,530.6687
1579.830,26.3305,5.400068000000e-07,540.0068
1579.912,26.3319,5.372700000000e-07,537.2700
1579.996,26.3333,5.346624000000e-07,534.6624
1580.080,26.3347,5.313996000000e-07,531.3996
1580.163,26.3361,5.348248000000e-07,534.8248
1580.246,26.3374,5.330331000000e-07,533.0331
1580.330,26.3388,5.337000000000e-07,533.7000
1581.019,26.3503,5.378187000000e-07,537.8187
1581.405,26.3568,5.352170000000e-07,535.2170
1581.487,26.3581,5.326040000000e-07,532.6040
1581.571,26.3595,5.326438000000e-07,532.6438
1582.261,26.3710,5.367272000000e-07,536.7272
1582.648,26.3775,5.299617000000e-07,529.9617
1582.731,26.3789,5.295743000000e-07,529.5743
1583.420,26.3903,5.386237000000e-07,538.6237
1583.806,26.3968,5.227401000000e-07,522.7401
1583.889,26.3982,5.297620000000e-07,529.7620
1584.580,26.4097,5.369855000000e-07,536.9855
1584.966,26.4161,5.328857000000e-07,532.8857
1585.050,26.4175,5.317275000000e-07,531.7275
1585.738,26.4290,5.329450000000e-07,532.9450
1586.125,26.4354,5.304315000000e-07,530.4315
1586.209,26.4368,5.322370000000e-07,532.2370
1586.892,26.4482,5.342080000000e-07,534.2080
1587.284,26.4547,5.303281000000e-07,530.3281
1587.367,26.4561,5.318605000000e-07,531.8605
1587.451,26.4575,5.292017000000e-07,529.2017
1588.139,26.4690,5.361123000000e-07,536.1123
1588.519,26.4753,5.303191000000e-07,530.3191
1588.609,26.4768,5.254787000000e-07,525.4787
1589.290,26.4882,5.342831000000e-07,534.2831
1589.686,26.4948,5.296811000000e-07,529.6811
1589.769,26.4961,5.273955000000e-07,527.3955
1590.458,26.5076,5.413348000000e-07,541.3348
1590.845,26.5141,5.348779000000e-07,534.8779
1590.925,26.5154,5.381902000000e-07,538.1902
1591.617,26.5269,5.353031000000e-07,535.3031
1591.998,26.5333,5.269609000000e-07,526.9609
1592.081,26.5347,5.311756000000e-07,531.1756
1592.769,26.5461,5.323581000000e-07,532.3581
1593.157,26.5526,5.306513000000e-07,530.6513
1593.247,26.5541,5.305132000000e-07,530.5132
1593.934,26.5656,5.384337000000e-07,538.4337
1594.321,26.5720,5.243662000000e-07,524.3662
1594.402,26.5734,5.332593000000e-07,533.2593
1594.482,26.5747,5.276369000000e-07,527.6369
1595.174,26.5862,5.427523000000e-07,542.7523
1595.564,26.5927,5.382043000000e-07,538.2043
1595.646,26.5941,5.330824000000e-07,533.0824
1596.333,26.6056,5.291347000000e-07,529.1347
1596.721,26.6120,5.363276000000e-07,536.3276
1596.802,26.6134,5.307296000000e-07,530.7296
1597.492,26.6249,5.340228000000e-07,534.0228
1597.882,26.6314,5.316040000000e-07,531.6040
1597.963,26.6327,5.330163000000e-07,533.0163
1598.650,26.6442,5.339084000000e-07,533.9084
1599.042,26.6507,5.249846000000e-07,524.9846
1599.121,26.6520,5.374386000000e-07,537.4386
1599.811,26.6635,5.357057000000e-07,535.7057
1600.203,26.6700,5.283679000000e-07,528.3679
1600.282,26.6714,5.260847000000e-07,526.0847
1600.968,26.6828,5.374762000000e-07,537.4762
1601.359,26.6893,5.292439000000e-07,529.2439
1601.442,26.6907,5.290912000000e-07,529.0912
1602.128,26.7021,5.332112000000e-07,533.2112
1602.516,26.7086,5.285841000000e-07,528.5841
1602.596,26.7099,5.275925000000e-07,527.5925
1602.687,26.7114,5.265202000000e-07,526.5202
1603.373,26.7229,5.348286000000e-07,534.8286
1603.761,26.7293,5.252992000000e-07,525.2992
1603.841,26.7307,5.256921000000e-07,525.6921
1604.536,26.7423,5.334798000000e-07,533.4798
1604.917,26.7486,5.284064000000e-07,528.4064
1605.004,26.7501,5.233450000000e-07,523.3450
1605.692,26.7615,5.347325000000e-07,534.7325
1606.074,26.7679,5.265388000000e-07,526.5388
1606.164,26.7694,5.318893000000e-07,531.8893
1606.856,26.7809,5.366625000000e-07,536.6625
1607.239,26.7873,5.237438000000e-07,523.7438
1607.320,26.7887,5.270284000000e-07,527.0284
1608.011,26.8002,5.295989000000e-07,529.5989
1608.403,26.8067,5.288400000000e-07,528.8400
1608.483,26.8080,5.253334000000e-07,525.3334
1608.565,26.8094,5.277296000000e-07,527.7296
1609.254,26.8209,5.316369000000e-07,531.6369
1609.645,26.8274,5.340750000000e-07,534.0750
1609.725,26.8288,5.330256000000e-07,533.0256
1610.418,26.8403,5.346980000000e-07,534.6980
1610.803,26.8467,5.254165000000e-07,525.4165
1610.884,26.8481,5.272068000000e-07,527.2068
1611.568,26.8595,5.303181000000e-07,530.3181
1611.955,26.8659,5.257976000000e-07,525.7976
1612.046,26.8674,5.286279000000e-07,528.6279
1612.736,26.8789,5.315184000000e-07,531.5184
1613.117,26.8853,5.203826000000e-07,520.3826
1613.207,26.8868,5.275372000000e-07,527.5372
1613.895,26.8983,5.322886000000e-07,532.2886
1614.281,26.9047,5.167626000000e-07,516.7626
1614.361,26.9060,5.292911000000e-07,529.2911
1614.442,26.9074,5.226470000000e-07,522.6470
1614.532,26.9089,5.223352000000e-07,522.3352
1614.612,26.9102,5.234801000000e-07,523.4801
1614.693,26.9115,5.250992000000e-07,525.0992
1614.783,26.9130,5.273117000000e-07,527.3117
1614.863,26.9144,5.256013000000e-07,525.6013
1615.555,26.9259,5.294489000000e-07,529.4489
1615.943,26.9324,5.220896000000e-07,522.0896
1616.023,26.9337,5.219293000000e-07,521.9293
1616.713,26.9452,5.300105000000e-07,530.0105
1617.098,26.9516,5.255540000000e-07,525.5540
1617.178,26.9530,5.267358000000e-07,526.7358
1617.873,26.9645,5.374052000000e-07,537.4052
1618.256,26.9709,5.204776000000e-07,520.4776
1618.346,26.9724,5.297585000000e-07,529.7585
1619.034,26.9839,5.214681000000e-07,521.4681
1619.416,26.9903,5.210277000000e-07,521.0277
1619.497,26.9916,5.246166000000e-07,524.6166
1620.195,27.0032,5.288707000000e-07,528.8707
1620.576,27.0096,5.218820000000e-07,521.8820
1620.656,27.0109,5.209363000000e-07,520.9363
1621.345,27.0224,5.158665000000e-07,515.8665
1621.732,27.0289,5.286041000000e-07,528.6041
1621.822,27.0304,5.240622000000e-07,524.0622
1622.510,27.0418,5.268864000000e-07,526.8864
1622.899,27.0483,5.230516000000e-07,523.0516
1622.976,27.0496,5.265492000000e-07,526.5492
1623.664,27.0611,5.309210000000e-07,530.9210
1624.052,27.0675,5.343381000000e-07,534.3381
1624.142,27.0690,5.287987000000e-07,528.7987
1624.825,27.0804,5.256177000000e-07,525.6177
1625.212,27.0869,5.305731000000e-07,530.5731
1625.302,27.0884,5.223100000000e-07,522.3100
1625.986,27.0998,5.330678000000e-07,533.0678
1626.371,27.1062,5.227367000000e-07,522.7367
1626.462,27.1077,5.208539000000e-07,520.8539
1627.146,27.1191,5.338734000000e-07,533.8734
1627.527,27.1255,5.273045000000e-07,527.3045
1627.617,27.1270,5.221153000000e-07,522.1153
1628.303,27.1384,5.251893000000e-07,525.1893
1628.697,27.1449,5.313453000000e-07,531.3453
1628.777,27.1463,5.235590000000e-07,523.5590
1629.462,27.1577,5.228679000000e-07,522.8679
1629.853,27.1642,5.218428000000e-07,521.8428
1629.933,27.1656,5.243735000000e-07,524.3735
1630.014,27.1669,5.244567000000e-07,524.4567
1630.709,27.1785,5.302310000000e-07,530.2310
1631.097,27.1850,5.191025000000e-07,519.1025
1631.181,27.1864,5.192433000000e-07,519.2433
1631.865,27.1977,5.299582000000e-07,529.9582
1632.256,27.2043,5.252518000000e-07,525.2518
1632.337,27.2056,5.264132000000e-07,526.4132
1633.029,27.2171,5.201936000000e-07,520.1936
1633.411,27.2235,5.233026000000e-07,523.3026
1633.497,27.2250,5.246791000000e-07,524.6791
1633.584,27.2264,5.223150000000e-07,522.3150
1633.665,27.2278,5.188068000000e-07,518.8068
1633.745,27.2291,5.210296000000e-07,521.0296
1633.834,27.2306,5.197987000000e-07,519.7987
1633.916,27.2319,5.200018000000e-07,520.0018
1633.996,27.2333,5.252017000000e-07,525.2017
1634.684,27.2447,5.206018000000e-07,520.6018
1635.074,27.2512,5.216596000000e-07,521.6596
1635.154,27.2526,5.222951000000e-07,522.2951
1635.244,27.2541,5.278756000000e-07,527.8756
1635.324,27.2554,5.220884000000e-07,522.0884
1635.404,27.2567,5.191021000000e-07,519.1021
1635.491,27.2582,5.275442000000e-07,527.5442
1635.575,27.2596,5.247545000000e-07,524.7545
1635.661,27.2610,5.234735000000e-07,523.4735
1636.347,27.2725,5.209679000000e-07,520.9679
1636.729,27.2788,5.236195000000e-07,523.6195
1636.819,27.2803,5.187183000000e-07,518.7183
1637.508,27.2918,5.312315000000e-07,531.2315
1637.892,27.2982,5.203801000000e-07,520.3801
1637.973,27.2995,5.174456000000e-07,517.4456
1638.667,27.3111,5.259245000000e-07,525.9245
1639.054,27.3176,5.206789000000e-07,520.6789
1639.134,27.3189,5.270526000000e-07,527.0526
1639.215,27.3203,5.234459000000e-07,523.4459
1639.908,27.3318,5.211261000000e-07,521.1261
1640.290,27.3382,5.188358000000e-07,518.8358
1640.380,27.3397,5.214444000000e-07,521.4444
1641.066,27.3511,5.293311000000e-07,529.3311
1641.457,27.3576,5.215774000000e-07,521.5774
1641.537,27.3590,5.237504000000e-07,523.7504
1642.230,27.3705,5.230532000000e-07,523.0532
1642.617,27.3770,5.249300000000e-07,524.9300
1642.701,27.3783,5.308386000000e-07,530.8386
1643.390,27.3898,5.224786000000e-07,522.4786
1643.776,27.3963,5.237426000000e-07,523.7426
1643.859,27.3977,5.174148000000e-07,517.4148
1644.548,27.4091,5.287350000000e-07,528.7350
1644.935,27.4156,5.162530000000e-07,516.2530
1645.018,27.4170,5.171399000000e-07,517.1399
1645.707,27.4284,5.201729000000e-07,520.1729
1646.094,27.4349,5.187543000000e-07,518.7543
1646.177,27.4363,5.171497000000e-07,517.1497
1646.867,27.4478,5.245255000000e-07,524.5255
1647.254,27.4542,5.201624000000e-07,520.1624
1647.337,27.4556,5.164747000000e-07,516.4747
1648.026,27.4671,5.290161000000e-07,529.0161
1648.412,27.4735,5.220383000000e-07,522.0383
1648.496,27.4749,5.119543000000e-07,511.9543
1649.185,27.4864,5.223521000000e-07,522.3521
1649.571,27.4929,5.211322000000e-07,521.1322
1649.654,27.4942,5.227337000000e-07,522.7337
1650.344,27.5057,5.230762000000e-07,523.0762
1650.731,27.5122,5.144621000000e-07,514.4621
1650.814,27.5136,5.192333000000e-07,519.2333
1650.897,27.5150,5.189473000000e-07,518.9473
1650.981,27.5163,5.229342000000e-07,522.9342
1651.063,27.5177,5.182546000000e-07,518.2546
1651.148,27.5191,5.258856000000e-07,525.8856
1651.231,27.5205,5.220297000000e-07,522.0297
1651.314,27.5219,5.230663000000e-07,523.0663
1652.003,27.5334,5.210592000000e-07,521.0592
1652.390,27.5398,5.223590000000e-07,522.3590
1652.472,27.5412,5.213096000000e-07,521.3096
1652.556,27.5426,5.184538000000e-07,518.4538
1652.640,27.5440,5.181993000000e-07,518.1993
1652.724,27.5454,5.267467000000e-07,526.7467
1652.807,27.5468,5.269504000000e-07,526.9504
1652.890,27.5482,5.227351000000e-07,522.7351
1652.973,27.5496,5.240410000000e-07,524.0410
1653.662,27.5610,5.213820000000e-07,521.3820
1654.049,27.5675,5.139416000000e-07,513.9416
1654.132,27.5689,5.219886000000e-07,521.9886
1654.822,27.5804,5.258306000000e-07,525.8306
1655.209,27.5868,5.192595000000e-07,519.2595
1655.292,27.5882,5.166665000000e-07,516.6665
1655.375,27.5896,5.145479000000e-07,514.5479
1655.459,27.5910,5.147279000000e-07,514.7279
1655.542,27.5924,5.176876000000e-07,517.6876
1655.625,27.5938,5.215915000000e-07,521.5915
1655.708,27.5951,5.133123000000e-07,513.3123
1655.792,27.5965,5.166190000000e-07,516.6190
1655.875,27.5979,5.232969000000e-07,523.2969
1655.959,27.5993,5.180410000000e-07,518.0410
1656.042,27.6007,5.190084000000e-07,519.0084
1656.125,27.6021,5.163438000000e-07,516.3438
1656.209,27.6035,5.148957000000e-07,514.8957
1656.293,27.6049,5.164615000000e-07,516.4615
1656.982,27.6164,5.209516000000e-07,520.9516
1657.369,27.6228,5.234808000000e-07,523.4808
1657.452,27.6242,5.229535000000e-07,522.9535
1658.141,27.6357,5.128051000000e-07,512.8051
1658.527,27.6421,5.148153000000e-07,514.8153
1658.612,27.6435,5.236652000000e-07,523.6652
1658.695,27.6449,5.178683000000e-07,517.8683
1658.778,27.6463,5.188409000000e-07,518.8409
1658.862,27.6477,5.187196000000e-07,518.7196
1658.945,27.6491,5.194308000000e-07,519.4308
1659.028,27.6505,5.190800000000e-07,519.0800
1659.112,27.6519,5.231070000000e-07,523.1070
1659.195,27.6533,5.174675000000e-07,517.4675
1659.279,27.6546,5.244621000000e-07,524.4621
1659.362,27.6560,5.200876000000e-07,520.0876
1659.446,27.6574,5.155642000000e-07,515.5642
1659.529,27.6588,5.205944000000e-07,520.5944
1659.613,27.6602,5.179282000000e-07,517.9282
1660.302,27.6717,5.182222000000e-07,518.2222
1660.688,27.6781,5.203918000000e-07,520.3918
1660.771,27.6795,5.156824000000e-07,515.6824
1661.461,27.6910,5.208860000000e-07,520.8860
1661.847,27.6975,5.152548000000e-07,515.2548
1661.931,27.6988,5.163170000000e-07,516.3170
1662.014,27.7002,5.272356000000e-07,527.2356
1662.703,27.7117,5.244503000000e-07,524.4503
1663.090,27.7182,5.181872000000e-07,518.1872
1663.173,27.7196,5.206673000000e-07,520.6673
1663.862,27.7310,5.208379000000e-07,520.8379
1664.249,27.7375,5.234463000000e-07,523.4463
1664.334,27.7389,5.160409000000e-07,516.0409
1665.023,27.7504,5.216759000000e-07,521.6759
1665.409,27.7568,5.197547000000e-07,519.7547
1665.492,27.7582,5.193727000000e-07,519.3727
1666.182,27.7697,5.187525000000e-07,518.7525
1666.568,27.7761,5.158533000000e-07,515.8533
1666.651,27.7775,5.204998000000e-07,520.4998
1666.735,27.7789,5.203182000000e-07,520.3182
1666.818,27.7803,5.178654000000e-07,517.8654
1666.901,27.7817,5.132699000000e-07,513.2699
1666.984,27.7831,5.170471000000e-07,517.0471
1667.067,27.7845,5.209234000000e-07,520.9234
1667.151,27.7859,5.190031000000e-07,519.0031
1667.235,27.7872,5.244887000000e-07,524.4887
1667.318,27.7886,5.155600000000e-07,515.5600
1667.402,27.7900,5.176046000000e-07,517.6046
1667.485,27.7914,5.193822000000e-07,519.3822
1667.569,27.7928,5.215563000000e-07,521.5563
1667.652,27.7942,5.217974000000e-07,521.7974
1668.340,27.8057,5.260245000000e-07,526.0245
1668.727,27.8121,5.203449000000e-07,520.3449
1668.811,27.8135,5.181563000000e-07,518.1563
1668.894,27.8149,5.161457000000e-07,516.1457
1669.583,27.8264,5.207305000000e-07,520.7305
1669.970,27.8328,5.176068000000e-07,517.6068
1670.053,27.8342,5.227251000000e-07,522.7251
1670.742,27.8457,5.214230000000e-07,521.4230
1671.130,27.8522,5.194639000000e-07,519.4639
1671.213,27.8536,5.176839000000e-07,517.6839
1671.902,27.8650,5.249211000000e-07,524.9211
1672.289,27.8715,5.233071000000e-07,523.3071
1672.373,27.8729,5.165434000000e-07,516.5434
1673.052,27.8842,5.166468000000e-07,516.6468
1673.443,27.8907,5.236958000000e-07,523.6958
1673.523,27.8920,5.186271000000e-07,518.6271
1674.220,27.9037,5.191444000000e-07,519.1444
1674.603,27.9100,5.216158000000e-07,521.6158
1674.683,27.9114,5.230459000000e-07,523.0459
1674.770,27.9128,5.182286000000e-07,518.2286
1675.463,27.9244,5.219332000000e-07,521.9332
1675.850,27.9308,5.171005000000e-07,517.1005
1675.930,27.9322,5.165435000000e-07,516.5435
1676.622,27.9437,5.171109000000e-07,517.1109
1677.004,27.9501,5.154057000000e-07,515.4057
1677.084,27.9514,5.250120000000e-07,525.0120
1677.778,27.9630,5.193289000000e-07,519.3289
1678.163,27.9694,5.156369000000e-07,515.6369
1678.252,27.9709,5.138066000000e-07,513.8066
1678.932,27.9822,5.126476000000e-07,512.6476
1679.323,27.9887,5.115403000000e-07,511.5403
1679.405,27.9901,5.141954000000e-07,514.1954
1680.098,28.0016,5.154660000000e-07,515.4660
1680.483,28.0081,5.210298000000e-07,521.0298
1680.563,28.0094,5.167590000000e-07,516.7590
1680.650,28.0108,5.223720000000e-07,522.3720
1681.338,28.0223,5.177911000000e-07,517.7911
1681.727,28.0288,5.149305000000e-07,514.9305
1681.807,28.0301,5.154150000000e-07,515.4150
1682.501,28.0417,5.188312000000e-07,518.8312
1682.889,28.0482,5.155116000000e-07,515.5116
1682.967,28.0494,5.229909000000e-07,522.9909
1683.659,28.0610,5.217049000000e-07,521.7049
1684.042,28.0674,5.136971000000e-07,513.6971
1684.132,28.0689,5.147413000000e-07,514.7413
1684.821,28.0803,5.237700000000e-07,523.7700
1685.202,28.0867,5.115711000000e-07,511.5711
1685.282,28.0880,5.150130000000e-07,515.0130
1685.977,28.0996,5.169026000000e-07,516.9026
1686.365,28.1061,5.177844000000e-07,517.7844
1686.446,28.1074,5.197958000000e-07,519.7958
1687.132,28.1189,5.210759000000e-07,521.0759
1687.527,28.1254,5.169883000000e-07,516.9883
1687.608,28.1268,5.180583000000e-07,518.0583
1688.299,28.1383,5.233978000000e-07,523.3978
1688.684,28.1447,5.158142000000e-07,515.8142
1688.764,28.1461,5.158475000000e-07,515.8475
1689.455,28.1576,5.126272000000e-07,512.6272
1689.844,28.1641,5.170946000000e-07,517.0946
1689.923,28.1654,5.170345000000e-07,517.0345
1690.615,28.1769,5.220295000000e-07,522.0295
1690.996,28.1833,5.122861000000e-07,512.2861
1691.086,28.1848,5.118520000000e-07,511.8520
1691.166,28.1861,5.161957000000e-07,516.1957
1691.247,28.1875,5.101292000000e-07,510.1292
1691.337,28.1890,5.153967000000e-07,515.3967
1691.417,28.1903,5.209703000000e-07,520.9703
1691.498,28.1916,5.137280000000e-07,513.7280
1691.589,28.1931,5.150624000000e-07,515.0624
1692.277,28.2046,5.178015000000e-07,517.8015
1692.655,28.2109,5.107737000000e-07,510.7737
1692.742,28.2124,5.180227000000e-07,518.0227
1692.822,28.2137,5.182334000000e-07,518.2334
1692.913,28.2152,5.123440000000e-07,512.3440
1692.993,28.2166,5.189448000000e-07,518.9448
1693.073,28.2179,5.117411000000e-07,511.7411
1693.163,28.2194,5.135481000000e-07,513.5481
1693.244,28.2207,5.201574000000e-07,520.1574
1693.324,28.2221,5.165851000000e-07,516.5851
1693.414,28.2236,5.153731000000e-07,515.3731
1693.491,28.2249,5.220085000000e-07,522.0085
1693.578,28.2263,5.112190000000e-07,511.2190
1693.664,28.2277,5.156579000000e-07,515.6579
1693.748,28.2291,5.160410000000e-07,516.0410
1693.825,28.2304,5.195610000000e-07,519.5610
1693.905,28.2318,5.149929000000e-07,514.9929
1693.995,28.2333,5.098103000000e-07,509.8103
1694.075,28.2346,5.129129000000e-07,512.9129
1694.165,28.2361,5.073380000000e-07,507.3380
1694.246,28.2374,5.162207000000e-07,516.2207
1694.934,28.2489,5.268259000000e-07,526.8259
1695.316,28.2553,5.166663000000e-07,516.6663
1695.406,28.2568,5.117383000000e-07,511.7383
1696.097,28.2683,5.191592000000e-07,519.1592
1696.478,28.2746,5.133558000000e-07,513.3558
1696.561,28.2760,5.170467000000e-07,517.0467
1696.644,28.2774,5.124685000000e-07,512.4685
1696.724,28.2787,5.160736000000e-07,516.0736
1696.815,28.2802,5.198350000000e-07,519.8350
1696.894,28.2816,5.096964000000e-07,509.6964
1696.975,28.2829,5.209463000000e-07,520.9463
1697.065,28.2844,5.163960000000e-07,516.3960
1697.755,28.2959,5.198665000000e-07,519.8665
1698.137,28.3023,5.117350000000e-07,511.7350
1698.227,28.3038,5.123894000000e-07,512.3894
1698.910,28.3152,5.201681000000e-07,520.1681
1699.302,28.3217,5.144944000000e-07,514.4944
1699.385,28.3231,5.160430000000e-07,516.0430
